,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,start_date,start_date_local,timezone,utc_offset,Runner
141,6613.1,2387,2400,41.6,Run,Run,,2020-07-02T14:52:32Z,2020-07-02T15:52:32Z,(GMT+00:00) Europe/London,3600,Rob
142,7041.1,2632,3054,44.6,Run,Run,,2020-07-01T13:56:11Z,2020-07-01T14:56:11Z,(GMT+00:00) Europe/London,3600,Rob
143,5026.6,1913,1913,21.2,Run,Run,,2020-06-29T16:40:43Z,2020-06-29T17:40:43Z,(GMT+00:00) Europe/London,3600,Rob
144,15997.8,5901,5914,147.6,Run,Run,0,2020-06-28T13:46:58Z,2020-06-28T14:46:58Z,(GMT+00:00) Europe/London,3600,Rob
145,3528.4,1582,1929,75.8,Run,Run,0,2020-06-26T16:39:53Z,2020-06-26T17:39:53Z,(GMT+00:00) Europe/London,3600,Rob
146,6598.9,2494,3014,41.9,Run,Run,0,2020-06-24T17:23:58Z,2020-06-24T18:23:58Z,(GMT+00:00) Europe/London,3600,Rob
147,4992.7,1709,1739,22.6,Run,Run,0,2020-06-22T16:52:05Z,2020-06-22T17:52:05Z,(GMT+00:00) Europe/London,3600,Rob
148,21290.6,4921,5539,271.1,Ride,Ride,10,2020-06-22T11:30:04Z,2020-06-22T12:30:04Z,(GMT+00:00) Europe/London,3600,Rob
149,10016.3,3737,3737,113.5,Run,Run,0,2020-06-21T16:27:03Z,2020-06-21T17:27:03Z,(GMT+00:00) Europe/London,3600,Rob
150,5548.7,2159,2159,28.3,Run,Run,0,2020-06-18T16:34:25Z,2020-06-18T17:34:25Z,(GMT+00:00) Europe/London,3600,Rob
151,5086.5,1801,2177,30.8,Run,Run,,2020-06-17T16:22:31Z,2020-06-17T17:22:31Z,(GMT+00:00) Europe/London,3600,Rob
152,5015.5,2009,2013,34.4,Run,Run,0,2020-06-15T09:57:56Z,2020-06-15T10:57:56Z,(GMT+00:00) Europe/London,3600,Rob
153,15072.3,5917,5925,171,Run,Run,0,2020-06-14T12:51:52Z,2020-06-14T13:51:52Z,(GMT+00:00) Europe/London,3600,Rob
154,6071.1,2407,2742,38.2,Run,Run,0,2020-06-12T16:50:48Z,2020-06-12T17:50:48Z,(GMT+00:00) Europe/London,3600,Rob
155,4510.6,1800,1800,38.8,Run,Run,,2020-06-11T13:33:44Z,2020-06-11T14:33:44Z,(GMT+00:00) Europe/London,3600,Rob
156,27020,5209,5281,423.7,Ride,Ride,10,2020-06-09T13:47:31Z,2020-06-09T14:47:31Z,(GMT+00:00) Europe/London,3600,Rob
157,5003.3,1884,1887,17.4,Run,Run,0,2020-06-08T12:44:58Z,2020-06-08T13:44:58Z,(GMT+00:00) Europe/London,3600,Rob
158,21106.8,8214,8247,234.7,Run,Run,2,2020-06-07T12:41:34Z,2020-06-07T13:41:34Z,(GMT+00:00) Europe/London,3600,Rob
159,4462.6,1677,1727,33.4,Run,Run,,2020-06-04T15:48:47Z,2020-06-04T16:48:47Z,(GMT+00:00) Europe/London,3600,Rob
160,5498.4,2156,2541,29.2,Run,Run,0,2020-06-03T16:29:00Z,2020-06-03T17:29:00Z,(GMT+00:00) Europe/London,3600,Rob
161,15010.8,5693,5878,122,Run,Run,0,2020-05-31T11:32:54Z,2020-05-31T12:32:54Z,(GMT+00:00) Europe/London,3600,Rob
162,5209.3,2459,3389,174.7,Run,Run,,2020-05-29T15:58:30Z,2020-05-29T16:58:30Z,(GMT+00:00) Europe/London,3600,Rob
163,7008.2,2233,2233,45.3,Run,Run,0,2020-05-28T14:37:08Z,2020-05-28T15:37:08Z,(GMT+00:00) Europe/London,3600,Rob
